survey_id,survey_psu,survey_weight,survey_strata,sba,wealth,education,area
    4807 181  2,4807,1.178062,19,0,1,0,2
    4807 183  1,4807,1.178062,19,1,3,0,2
    4807 184  4,4807,1.178062,19,1,1,1,2
    4808  44  3,4808,1.178062,19,0,3,2,2
    4808  44  9,4808,1.178062,19,1,3,2,2
    4808  45  4,4808,1.178062,19,1,4,2,2
    4808 160  2,4808,1.178062,19,1,5,2,2
    4808 253  3,4808,1.178062,19,1,4,2,2
    4808 255  2,4808,1.178062,19,1,4,2,2
    4808 257  5,4808,1.178062,19,1,4,2,2
    4808 367  2,4808,1.178062,19,1,4,2,2
    4808 370 10,4808,1.178062,19,1,4,2,2
    4809  11  2,4809,1.178062,19,1,5,2,2
    4809  12  3,4809,1.178062,19,1,4,2,2
    4809  12  5,4809,1.178062,19,1,4,2,2
    4809  35 12,4809,1.178062,19,1,4,2,2
    4809  35 14,4809,1.178062,19,1,4,2,2
    4809  60  6,4809,1.178062,19,1,3,2,2
    4809  63  4,4809,1.178062,19,1,4,2,2
    4809  73  4,4809,1.178062,19,1,5,3,2
    4901 197  2,4901,0.334722,18,1,5,2,1
    4901 220  3,4901,0.334722,18,1,5,2,1
    4901 264  2,4901,0.334722,18,1,4,2,1
    4902  39  2,4902,0.334722,18,1,3,1,1
    4902 159  2,4902,0.334722,18,1,5,1,1
    4902 247  7,4902,0.334722,18,1,5,2,1
    4902 269  2,4902,0.334722,18,0,2,0,1
    4902 312  3,4902,0.334722,18,0,4,2,1
    4903 302  4,4903,0.334722,18,1,5,1,1
    4903 357  1,4903,0.334722,18,1,5,3,1
    4903 425  2,4903,0.334722,18,1,5,1,1
    4904 169  3,4904,0.334722,18,1,5,2,1
    4904 200  1,4904,0.334722,18,0,5,1,1
    4904 230  2,4904,0.334722,18,1,5,2,1
    4904 250  2,4904,0.334722,18,1,5,3,1
    4904 311  2,4904,0.334722,18,1,5,2,1
    4904 311  5,4904,0.334722,18,1,5,2,1
    4905  48  2,4905,0.334722,18,1,5,2,1
    4905  62  5,4905,0.334722,18,0,4,2,1
    4905 157  2,4905,0.334722,18,1,5,2,1
    4905 402  1,4905,0.334722,18,1,4,2,1
    4906 217  3,4906,0.334722,18,0,3,0,1
    4906 372  2,4906,0.334722,18,1,5,2,1
    4907  64  2,4907,0.334722,18,1,5,2,1
    4908 190 10,4908,0.334722,18,1,4,0,1
    4908 200  3,4908,0.334722,18,1,4,0,1
    4908 290  2,4908,0.334722,18,1,5,2,1
    4908 330  2,4908,0.334722,18,1,5,1,1
    4909  81  6,4909,1.178062,19,0,2,0,2
    4909  82  3,4909,1.178062,19,1,3,0,2
    4909 126  7,4909,1.178062,19,0,2,0,2
    4909 131  2,4909,1.178062,19,0,2,0,2
    4909 177  2,4909,1.178062,19,0,1,0,2
    4909 183 11,4909,1.178062,19,0,4,0,2
    49091401  2,4909,1.178062,19,0,2,0,2
    49091402  1,4909,1.178062,19,1,2,0,2
    4910  13  5,4910,1.178062,19,0,4,0,2
    4910  15  2,4910,1.178062,19,1,2,0,2
    4910  21  2,4910,1.178062,19,0,4,0,2
    4910 284 10,4910,1.178062,19,1,5,2,2
    4910 400  3,4910,1.178062,19,0,4,2,2
    4910 402  4,4910,1.178062,19,1,5,3,2
    4911 129  4,4911,1.178062,19,1,5,1,2
    4911 131  6,4911,1.178062,19,1,4,2,2
    4911 135  1,4911,1.178062,19,1,4,2,2
    4911 206  7,4911,1.178062,19,1,2,0,2
    4911 211  2,4911,1.178062,19,0,3,2,2
    4911 214  1,4911,1.178062,19,0,3,2,2
    4911 277  8,4911,1.178062,19,0,2,2,2
    4911 280  2,4911,1.178062,19,1,4,1,2
    4911 281  1,4911,1.178062,19,0,2,0,2
    4911 285  2,4911,1.178062,19,0,2,0,2
    4912  51  4,4912,1.178062,19,1,5,3,2
    4912 122  1,4912,1.178062,19,1,5,2,2
    4912 126  2,4912,1.178062,19,1,4,2,2
    4912 189  1,4912,1.178062,19,1,5,2,2
    4912 195  4,4912,1.178062,19,1,5,1,2
    4912 196  4,4912,1.178062,19,1,5,2,2
    4913  11  1,4913,1.178062,19,0,4,0,2
    4913  61  3,4913,1.178062,19,1,4,2,2
    4913  63  1,4913,1.178062,19,1,4,2,2
    4913  70  3,4913,1.178062,19,0,4,2,2
    4913 173  2,4913,1.178062,19,1,3,2,2
    4913 180  6,4913,1.178062,19,1,4,2,2
    5001   2  3,5001,1.178062,19,0,4,1,2
    5001   4  4,5001,1.178062,19,1,4,1,2
    5001   8  1,5001,1.178062,19,0,3,0,2
    5001  10  4,5001,1.178062,19,0,3,0,2
    5001  24  3,5001,1.178062,19,0,2,0,2
    5001  26  1,5001,1.178062,19,0,2,0,2
    5001  30  2,5001,1.178062,19,0,3,0,2
    5001  32  3,5001,1.178062,19,0,4,0,2
    5001  45  7,5001,1.178062,19,0,3,0,2
    5001  52  1,5001,1.178062,19,0,3,0,2
    5001  55  3,5001,1.178062,19,0,4,0,2
    5001  62  2,5001,1.178062,19,0,2,0,2
    5002  84  3,5002,1.178062,19,0,3,0,2
    5002  85  2,5002,1.178062,19,0,2,0,2
    5002 175  2,5002,1.178062,19,0,2,0,2
    5002 178  1,5002,1.178062,19,0,3,0,2
    5002 265  5,5002,1.178062,19,0,5,2,2
    5002 344  2,5002,1.178062,19,0,1,0,2
    5002 347  3,5002,1.178062,19,0,4,2,2
    5002 349  2,5002,1.178062,19,1,4,1,2
    5002 352  4,5002,1.178062,19,1,3,2,2
    5003  43  2,5003,1.178062,19,1,3,0,2
    5003  49  1,5003,1.178062,19,0,2,0,2
    5003  50  3,5003,1.178062,19,0,4,1,2
    5003  51  2,5003,1.178062,19,0,4,1,2
    5003  95  2,5003,1.178062,19,0,3,1,2
    5003 101  2,5003,1.178062,19,0,2,0,2
    5003 148  2,5003,1.178062,19,1,4,2,2
    5003 152  2,5003,1.178062,19,0,2,2,2
    5101   2  3,5101,1.932664,25,1,2,2,2
    5101  13  2,5101,1.932664,25,0,2,1,2
    5101  14  1,5101,1.932664,25,0,2,2,2
    5101  15  1,5101,1.932664,25,0,3,3,2
    5101  36  2,5101,1.932664,25,0,1,1,2
    5101  38  2,5101,1.932664,25,0,1,0,2
    5101  42  2,5101,1.932664,25,0,3,2,2
    5102   5  4,5102,1.932664,25,0,2,1,2
    5102   7  5,5102,1.932664,25,0,3,0,2
    5102  48  1,5102,1.932664,25,0,2,0,2
    5102  97  1,5102,1.932664,25,1,2,2,2
    5102 141  2,5102,1.932664,25,1,3,2,2
    5201  36  2,5201,0.800293,21,1,1,1,2
    5201  37  1,5201,0.800293,21,0,1,0,2
    5201  87  1,5201,0.800293,21,1,4,3,2
    5201  88  4,5201,0.800293,21,1,5,3,2
    5201  91  4,5201,0.800293,21,1,4,2,2
    5201 129  1,5201,0.800293,21,1,4,3,2
    5201 130  2,5201,0.800293,21,1,5,2,2
    5201 131  2,5201,0.800293,21,1,5,2,2
    5201 181  2,5201,0.800293,21,1,5,3,2
    5202  23  2,5202,0.800293,21,0,1,0,2
    5202  29  3,5202,0.800293,21,0,1,0,2
    5202  30  1,5202,0.800293,21,0,1,0,2
    5202  61  3,5202,0.800293,21,1,1,0,2
    5202  66  2,5202,0.800293,21,0,1,0,2
    5202  68  1,5202,0.800293,21,0,1,0,2
    5202  92  1,5202,0.800293,21,0,1,0,2
    5202  93  2,5202,0.800293,21,0,1,0,2
    5202  94  1,5202,0.800293,21,0,1,0,2
    5202 134  1,5202,0.800293,21,0,1,0,2
    5202 135  3,5202,0.800293,21,0,1,0,2
    5203  17  4,5203,0.800293,21,1,2,1,2
    5203  19  8,5203,0.800293,21,1,2,1,2
    5203  21  2,5203,0.800293,21,1,2,2,2
    5203 137  4,5203,0.800293,21,1,4,2,2
    5203 143  2,5203,0.800293,21,1,3,2,2
    5203 191  2,5203,0.800293,21,1,3,1,2
    5203 196  7,5203,0.800293,21,1,4,2,2
    5301   4  2,5301,0.800293,21,0,1,0,2
    5301   5  2,5301,0.800293,21,0,1,1,2
    5301   7  2,5301,0.800293,21,0,1,0,2
    5301  34  2,5301,0.800293,21,1,1,2,2
    5301  68  2,5301,0.800293,21,0,1,0,2
    5301  94  2,5301,0.800293,21,0,1,0,2
    5301  95  3,5301,0.800293,21,0,1,1,2
    5301  96  2,5301,0.800293,21,0,1,0,2
    5301  97  4,5301,0.800293,21,0,1,1,2
    5302 370  2,5302,0.800293,21,1,3,3,2
    5302 633  4,5302,0.800293,21,0,5,3,2
    5302 875  3,5302,0.800293,21,1,4,3,2
    5302 878  1,5302,0.800293,21,1,3,0,2
    5302 883  2,5302,0.800293,21,1,5,3,2
    53021401  2,5302,0.800293,21,0,4,2,2
    5303  13  5,5303,0.800293,21,1,1,0,2
    5303  14  4,5303,0.800293,21,0,1,1,2
    5303  17  2,5303,0.800293,21,0,1,0,2
    5303  18  2,5303,0.800293,21,0,1,0,2
    5303  19  2,5303,0.800293,21,0,1,0,2
    5303  55  2,5303,0.800293,21,0,1,0,2
    5303  67  2,5303,0.800293,21,0,1,0,2
    5303  69  2,5303,0.800293,21,0,1,1,2
    5303  75  2,5303,0.800293,21,0,1,0,2
    5303 101  2,5303,0.800293,21,0,1,0,2
    5303 105  1,5303,0.800293,21,0,1,0,2
    5303 106  2,5303,0.800293,21,0,1,0,2
    5303 108  2,5303,0.800293,21,0,1,0,2
    5401   1  4,5401,0.800293,21,0,1,1,2
    5401   2  2,5401,0.800293,21,0,2,0,2
    5401  10  4,5401,0.800293,21,0,2,2,2
    5401  26  1,5401,0.800293,21,0,1,1,2
    5401  29  1,5401,0.800293,21,0,2,1,2
    5401  57  2,5401,0.800293,21,0,1,0,2
    5401  58  2,5401,0.800293,21,0,1,2,2
    5401  76  3,5401,0.800293,21,1,2,3,2
    5402  53  4,5402,0.800293,21,1,3,2,2
    5402  56  4,5402,0.800293,21,0,3,2,2
    5402  60  3,5402,0.800293,21,0,3,1,2
    5402  61  6,5402,0.800293,21,1,3,1,2
    5402 129  1,5402,0.800293,21,1,1,0,2
    5402 131  3,5402,0.800293,21,1,3,2,2
    5402 263  2,5402,0.800293,21,1,3,2,2
    5501  10  3,5501,0.800293,21,0,1,1,2
    5501  28  2,5501,0.800293,21,0,2,0,2
    5501  33  2,5501,0.800293,21,0,1,0,2
    5501  59  4,5501,0.800293,21,1,3,1,2
    5501  62  2,5501,0.800293,21,0,1,0,2
    5501  80  1,5501,0.800293,21,0,1,0,2
    5601  11  2,5601,0.261955,22,1,5,2,1
    5601  91  2,5601,0.261955,22,1,5,2,1
    5601 171  1,5601,0.261955,22,1,5,2,1
    5601 182  1,5601,0.261955,22,1,5,2,1
    5601 322  2,5601,0.261955,22,0,4,0,1
    5601 332  2,5601,0.261955,22,1,1,0,1
    5602  22  3,5602,0.261955,22,1,2,1,1
    5602  79  4,5602,0.261955,22,1,3,1,1
    5602 137  1,5602,0.261955,22,1,3,1,1
    5602 194  4,5602,0.261955,22,0,3,0,1
    5602 261  8,5602,0.261955,22,1,5,2,1
    5602 261 12,5602,0.261955,22,1,5,2,1
    5603   3  2,5603,0.261955,22,0,3,0,1
    5603  43  1,5603,0.261955,22,0,1,0,1
    5603  43  8,5603,0.261955,22,1,1,1,1
    5603  63  6,5603,0.261955,22,1,4,0,1
    5603 112  2,5603,0.261955,22,1,4,2,1
    5603 212  1,5603,0.261955,22,0,3,0,1
    5603 331  2,5603,0.261955,22,1,5,0,1
    5603 341  2,5603,0.261955,22,1,4,0,1
    5604  78  2,5604,0.261955,22,1,5,0,1
    5604 208  6,5604,0.261955,22,1,5,2,1
    5604 252  1,5604,0.261955,22,1,5,2,1
    5604 382  4,5604,0.261955,22,1,5,3,1
    5605  12  1,5605,0.261955,22,0,2,2,1
    5605  67  5,5605,0.261955,22,0,4,2,1
    5605 113  2,5605,0.261955,22,0,3,1,1
    5605 159  3,5605,0.261955,22,0,3,2,1
    5605 205  4,5605,0.261955,22,0,4,2,1
    5605 233  2,5605,0.261955,22,1,1,1,1
    5606  23  3,5606,0.847478,23,0,2,0,2
    5606  30  4,5606,0.847478,23,0,2,2,2
    5606  30  9,5606,0.847478,23,0,2,1,2
    5606  75  2,5606,0.847478,23,0,1,0,2
    5606  82  2,5606,0.847478,23,0,1,0,2
    5606  83  2,5606,0.847478,23,1,2,0,2
    5606 130  2,5606,0.847478,23,1,2,1,2
    5606 131  2,5606,0.847478,23,0,1,0,2
    5606 132  2,5606,0.847478,23,1,2,0,2
    5606 167  2,5606,0.847478,23,0,1,0,2
    5606 168  2,5606,0.847478,23,0,1,0,2
    5606 169  2,5606,0.847478,23,1,1,0,2
    5607  28  2,5607,0.847478,23,1,4,2,2
    5607 127  3,5607,0.847478,23,0,5,0,2
    5607 129  3,5607,0.847478,23,1,5,3,2
    5607 226  2,5607,0.847478,23,1,5,1,2
    5607 320  4,5607,0.847478,23,0,5,2,2
    5608  37  2,5608,0.847478,23,0,3,2,2
    5608  39  2,5608,0.847478,23,0,1,0,2
    5608  96  2,5608,0.847478,23,0,1,0,2
    5608  99  1,5608,0.847478,23,0,1,0,2
    5608 161  4,5608,0.847478,23,1,3,2,2
    5609  33  4,5609,0.847478,23,0,1,1,2
    5609  40  2,5609,0.847478,23,0,1,0,2
    5609 112  2,5609,0.847478,23,0,1,0,2
    5609 113  1,5609,0.847478,23,0,1,1,2
    5609 185  2,5609,0.847478,23,0,1,1,2
    5609 187 11,5609,0.847478,23,0,1,1,2
    5610  23  3,5610,0.847478,23,1,2,0,2
    5610  24  4,5610,0.847478,23,1,3,1,2
    5610  28  3,5610,0.847478,23,0,3,1,2
    5610  30  2,5610,0.847478,23,0,1,0,2
    5610 106  5,5610,0.847478,23,1,4,0,2
    5610 107  2,5610,0.847478,23,0,3,0,2
    5610 112  4,5610,0.847478,23,0,4,1,2
    5610 113  2,5610,0.847478,23,0,1,0,2
    5701  31  2,5701,0.261955,22,1,5,3,1
    5701  69  2,5701,0.261955,22,1,5,3,1
    5701 152  1,5701,0.261955,22,1,5,2,1
    5701 235  2,5701,0.261955,22,1,5,2,1
    5702  63  3,5702,0.261955,22,0,5,1,1
    5702 125  1,5702,0.261955,22,1,4,0,1
    5702 134  3,5702,0.261955,22,1,3,1,1
    5702 177  2,5702,0.261955,22,0,5,2,1
    5703  89  2,5703,0.261955,22,1,5,0,1
    5703  96  2,5703,0.261955,22,0,4,1,1
    5703 103  7,5703,0.261955,22,0,4,1,1
    5703 117  2,5703,0.261955,22,0,4,0,1
    5703 124  4,5703,0.261955,22,0,3,0,1
    5703 158 12,5703,0.261955,22,1,4,0,1
    5703 193  2,5703,0.261955,22,1,5,1,1
    5704  23  6,5704,0.847478,23,0,5,0,2
    5704  23 11,5704,0.847478,23,1,5,0,2
    5704  24  4,5704,0.847478,23,0,5,0,2
    5704  27  4,5704,0.847478,23,0,3,0,2
    5704  29  7,5704,0.847478,23,0,4,0,2
    5704  30  3,5704,0.847478,23,1,3,0,2
    5704  73  2,5704,0.847478,23,0,2,0,2
    5704  77  2,5704,0.847478,23,0,3,0,2
    5704  82  2,5704,0.847478,23,0,2,0,2
    5704 119  4,5704,0.847478,23,0,2,0,2
    5704 121  2,5704,0.847478,23,0,4,0,2
    5704 163  2,5704,0.847478,23,0,2,0,2
    5705  70  2,5705,0.847478,23,1,5,3,2
    5705 180  2,5705,0.847478,23,1,5,3,2
    5705 182  1,5705,0.847478,23,1,5,2,2
    5705 183  1,5705,0.847478,23,1,5,2,2
    5705 184  1,5705,0.847478,23,1,5,2,2
    5705 400  1,5705,0.847478,23,1,4,2,2
    5705 406  2,5705,0.847478,23,1,5,2,2
    5706   9  1,5706,0.847478,23,0,4,0,2
    5706  65  6,5706,0.847478,23,1,3,1,2
    5706 125  4,5706,0.847478,23,1,3,0,2
    5706 125  7,5706,0.847478,23,1,3,2,2
    5706 189  2,5706,0.847478,23,1,4,1,2
    5707   4  2,5707,0.847478,23,1,2,0,2
    5707   5  1,5707,0.847478,23,1,3,0,2
    5707  60  2,5707,0.847478,23,1,3,2,2
    5707  63  4,5707,0.847478,23,0,3,2,2
    5707 158  5,5707,0.847478,23,1,4,2,2
    5707 161  2,5707,0.847478,23,0,2,0,2
    5708  24  5,5708,0.847478,23,1,3,1,2
    5708  28  3,5708,0.847478,23,1,4,2,2
    5708  28  7,5708,0.847478,23,1,4,2,2
    5708  31  3,5708,0.847478,23,1,3,2,2
    5708  74  4,5708,0.847478,23,1,3,2,2
    5708  75  2,5708,0.847478,23,0,4,2,2
    5708  78  2,5708,0.847478,23,0,2,1,2
    5708  80  2,5708,0.847478,23,1,2,1,2
    5708 138  1,5708,0.847478,23,0,3,0,2
    5708 139  1,5708,0.847478,23,0,3,1,2
    5708 141  2,5708,0.847478,23,1,2,1,2
    5708 186  2,5708,0.847478,23,0,2,2,2
    5708 190  2,5708,0.847478,23,1,3,0,2
    5708 193  2,5708,0.847478,23,0,3,1,2
    5801   5  2,5801,0.261955,22,1,1,0,1
    5801  21  4,5801,0.261955,22,1,4,1,1
    5801  44  6,5801,0.261955,22,1,4,3,1
    5801  68  2,5801,0.261955,22,1,1,0,1
    5801 131  2,5801,0.261955,22,1,1,0,1
    5801 202  2,5801,0.261955,22,1,1,0,1
    5801 257  2,5801,0.261955,22,0,2,0,1
    5802 147  2,5802,0.261955,22,1,3,0,1
    5802 158  2,5802,0.261955,22,1,4,0,1
    5802 180  2,5802,0.261955,22,1,4,0,1
    5803  56  2,5803,0.847478,23,0,2,0,2
    5803 115  3,5803,0.847478,23,0,4,1,2
    5803 118  2,5803,0.847478,23,0,4,1,2
    5803 118 11,5803,0.847478,23,0,4,1,2
    5803 122  2,5803,0.847478,23,0,4,1,2
    5803 185  2,5803,0.847478,23,0,2,1,2
    5803 188  2,5803,0.847478,23,1,3,2,2
    5803 190  1,5803,0.847478,23,0,3,0,2
    5803 248  5,5803,0.847478,23,1,3,1,2
    5803 253  4,5803,0.847478,23,0,4,0,2
    5804  44  2,5804,0.847478,23,1,1,2,2
    5804  46 10,5804,0.847478,23,0,3,1,2
    5804  52  2,5804,0.847478,23,1,4,2,2
    5804 106  4,5804,0.847478,23,1,2,0,2
    5804 110  2,5804,0.847478,23,0,1,1,2
    5804 115  3,5804,0.847478,23,1,2,2,2
    5804 167  2,5804,0.847478,23,0,1,0,2
    5804 170 10,5804,0.847478,23,0,2,0,2
    5804 170 18,5804,0.847478,23,1,2,0,2
    5804 174  5,5804,0.847478,23,1,3,0,2
    5804 227  2,5804,0.847478,23,0,2,0,2
    5805  16  7,5805,0.847478,23,0,4,0,2
    5805  20  3,5805,0.847478,23,0,2,1,2
    5805  54  2,5805,0.847478,23,0,3,0,2
    5805  61  4,5805,0.847478,23,0,3,0,2
    5805  63  1,5805,0.847478,23,0,3,1,2
    5805  95  2,5805,0.847478,23,0,3,0,2
    5805  96  2,5805,0.847478,23,0,2,0,2
    5805  98  5,5805,0.847478,23,1,1,2,2
    5805 101  6,5805,0.847478,23,0,3,2,2
    5805 102  2,5805,0.847478,23,0,3,0,2
    5805 137  3,5805,0.847478,23,0,3,1,2
    5805 140  1,5805,0.847478,23,0,2,2,2
    5805 143  1,5805,0.847478,23,0,2,0,2
    5901 169  2,5901,0.242261,20,0,5,2,1
    5901 258  1,5901,0.242261,20,1,5,2,1
    5901 296  4,5901,0.242261,20,1,5,3,1
    59011402  2,5901,0.242261,20,1,5,2,1
    59011403  2,5901,0.242261,20,0,5,3,1
    5903   1  5,5903,0.800293,21,0,2,2,2
    5903   9  2,5903,0.800293,21,1,2,2,2
    5903  10  1,5903,0.800293,21,0,3,2,2
    5903  43  4,5903,0.800293,21,1,1,2,2
    5903  46  6,5903,0.800293,21,1,4,2,2
    5903  49  6,5903,0.800293,21,1,3,2,2
    5903  88  2,5903,0.800293,21,0,1,1,2
    5903  91  2,5903,0.800293,21,1,1,1,2
    5903  92  1,5903,0.800293,21,0,4,1,2
    5903 116  2,5903,0.800293,21,0,3,2,2
    5903 123  2,5903,0.800293,21,0,3,2,2
    5903 125  2,5903,0.800293,21,0,3,0,2
    5903 125  5,5903,0.800293,21,0,3,1,2
    5904  25  1,5904,0.800293,21,0,1,0,2
    5904  28  2,5904,0.800293,21,0,1,0,2
    5904  64  3,5904,0.800293,21,1,1,1,2
    5904  65  4,5904,0.800293,21,0,2,1,2
    5904  68  1,5904,0.800293,21,0,2,0,2
    5904  68 10,5904,0.800293,21,0,2,0,2
    5904  69  1,5904,0.800293,21,0,1,0,2
    5904 106  3,5904,0.800293,21,1,1,1,2
    5904 112  2,5904,0.800293,21,1,1,0,2
    5904 113  1,5904,0.800293,21,0,1,0,2
    5904 137  1,5904,0.800293,21,0,1,0,2
    5904 139  3,5904,0.800293,21,0,1,2,2
    5904 140  1,5904,0.800293,21,1,1,2,2
    5905 154  1,5905,0.800293,21,1,2,2,2
    5905 240  2,5905,0.800293,21,0,2,1,2
    5905 243  4,5905,0.800293,21,1,3,2,2
    5905 336  1,5905,0.800293,21,1,2,0,2
    5905 337  1,5905,0.800293,21,0,4,2,2
    5905 340  1,5905,0.800293,21,1,2,2,2
    5906  69  3,5906,0.800293,21,1,2,1,2
    5906 137  4,5906,0.800293,21,1,3,2,2
    5906 138  3,5906,0.800293,21,1,2,2,2
    5906 141  3,5906,0.800293,21,1,2,2,2
    5906 145  2,5906,0.800293,21,0,4,2,2
    5906 147  1,5906,0.800293,21,0,2,0,2
    5906 210  4,5906,0.800293,21,1,4,1,2
    5906 283  1,5906,0.800293,21,1,1,0,2
    5906 285  2,5906,0.800293,21,1,1,1,2
    5907  23  2,5907,0.800293,21,1,2,2,2
    5907  24  2,5907,0.800293,21,0,2,0,2
    5907  27  3,5907,0.800293,21,0,2,1,2
    5907  29  2,5907,0.800293,21,1,2,2,2
    5907 147  2,5907,0.800293,21,1,1,0,2
    5907 148  2,5907,0.800293,21,0,1,0,2
    5907 206  2,5907,0.800293,21,1,1,0,2
    5907 208  1,5907,0.800293,21,1,1,0,2
    5907 215  4,5907,0.800293,21,0,1,1,2
    6001  49  2,6001,0.242261,20,1,1,0,1
    6001  61  2,6001,0.242261,20,1,1,0,1
    6001 123  1,6001,0.242261,20,1,1,0,1
    6001 129  3,6001,0.242261,20,1,1,2,1
    6001 147  3,6001,0.242261,20,1,1,1,1
    6001 172  2,6001,0.242261,20,1,1,0,1
    6001 184  2,6001,0.242261,20,1,1,0,1
    6001 190  3,6001,0.242261,20,1,1,0,1
    6001 203  1,6001,0.242261,20,0,1,0,1
    6001 209  2,6001,0.242261,20,0,3,2,1
    6002  29  2,6002,0.800293,21,0,1,0,2
    6002  30  2,6002,0.800293,21,0,1,1,2
    6002  31  1,6002,0.800293,21,1,2,3,2
    6002  64  4,6002,0.800293,21,0,1,0,2
    6002  70  3,6002,0.800293,21,0,1,0,2
    6002  73  1,6002,0.800293,21,0,1,0,2
    6002 109  2,6002,0.800293,21,0,1,0,2
    6002 111  2,6002,0.800293,21,0,1,0,2
    6002 112  2,6002,0.800293,21,0,1,0,2
    6002 113  2,6002,0.800293,21,0,1,0,2
    6002 114  2,6002,0.800293,21,0,1,0,2
    6002 139  2,6002,0.800293,21,0,1,0,2
    6002 143  2,6002,0.800293,21,0,1,0,2
    6003   6  2,6003,0.800293,21,0,1,0,2
    6003   9  4,6003,0.800293,21,1,1,1,2
    6003  34  3,6003,0.800293,21,0,1,3,2
    6003  38  1,6003,0.800293,21,1,1,0,2
    6003  40  7,6003,0.800293,21,0,1,2,2
    6003  42  4,6003,0.800293,21,1,1,0,2
    6003  84  2,6003,0.800293,21,0,1,0,2
    6003  85  4,6003,0.800293,21,0,1,0,2
    6101  13  1,6101,0.800293,21,1,1,0,2
    6101  19  1,6101,0.800293,21,0,1,0,2
    6101  20  1,6101,0.800293,21,0,1,0,2
    6101  34  1,6101,0.800293,21,0,1,0,2
    6101  35  2,6101,0.800293,21,0,1,0,2
    6101  66  1,6101,0.800293,21,0,2,0,2
    6101  69  1,6101,0.800293,21,0,1,0,2
    6101  70  2,6101,0.800293,21,0,1,0,2
    6101  83  4,6101,0.800293,21,0,1,2,2
    6101  85  3,6101,0.800293,21,0,1,1,2
    6101  86  1,6101,0.800293,21,0,1,0,2
    6101  87  2,6101,0.800293,21,0,1,0,2
    6102  34  2,6102,0.800293,21,0,1,0,2
    6102  35  1,6102,0.800293,21,1,1,0,2
    6102  40  2,6102,0.800293,21,0,1,0,2
    6102  64  2,6102,0.800293,21,0,1,3,2
    6102  65  6,6102,0.800293,21,1,1,3,2
    6102 106  2,6102,0.800293,21,0,1,0,2
    6201   4  3,6201,0.508373,17,0,2,0,2
    6201   5  3,6201,0.508373,17,0,3,2,2
    6201   8  1,6201,0.508373,17,0,3,0,2
    6201  12  1,6201,0.508373,17,0,3,1,2
    6201  13  2,6201,0.508373,17,1,3,1,2
    6201  16  6,6201,0.508373,17,0,3,1,2
    6201  19  4,6201,0.508373,17,0,2,0,2
    6201  20  3,6201,0.508373,17,1,3,3,2
    6201  20  6,6201,0.508373,17,1,3,3,2
    6201  37  2,6201,0.508373,17,0,2,2,2
    6201  39  2,6201,0.508373,17,0,3,0,2
    6201  40  2,6201,0.508373,17,0,2,0,2
    6201  45  4,6201,0.508373,17,0,2,0,2
    6201  46  2,6201,0.508373,17,0,1,1,2
    6201  48  2,6201,0.508373,17,0,2,1,2
    6201  54  1,6201,0.508373,17,0,3,0,2
    6301  50  2,6301,0.508373,17,0,1,1,2
    6301  96  3,6301,0.508373,17,1,3,2,2
    6301  97  2,6301,0.508373,17,0,3,0,2
    6301 139  2,6301,0.508373,17,1,1,0,2
    6301 141  2,6301,0.508373,17,1,1,0,2
    6301 146  2,6301,0.508373,17,1,1,0,2
    6302  12  3,6302,0.508373,17,0,2,0,2
    6302  13  1,6302,0.508373,17,0,2,0,2
    6302  15  1,6302,0.508373,17,0,1,0,2
    6302  20  4,6302,0.508373,17,0,2,2,2
    6302  43  2,6302,0.508373,17,0,1,0,2
    6302  47  1,6302,0.508373,17,0,1,0,2
    6302  48  2,6302,0.508373,17,0,2,0,2
    6302  49  2,6302,0.508373,17,0,1,0,2
    6302  73  1,6302,0.508373,17,0,1,1,2
    6302  98  3,6302,0.508373,17,0,1,0,2
    6302 100  1,6302,0.508373,17,0,1,1,2
    6302 102  2,6302,0.508373,17,0,2,2,2
    6401   8  2,6401,0.508373,17,0,1,0,2
    6401  41  2,6401,0.508373,17,0,1,0,2
    6401  42  2,6401,0.508373,17,0,1,0,2
    6401  44  1,6401,0.508373,17,0,1,0,2
    6401  47  2,6401,0.508373,17,1,1,0,2
    6401  49  4,6401,0.508373,17,0,1,0,2
    6401  50  2,6401,0.508373,17,0,1,0,2
    6401  72  9,6401,0.508373,17,1,1,0,2
    6401  75  2,6401,0.508373,17,0,1,0,2
    6401  77  3,6401,0.508373,17,0,1,0,2
    6401  79  2,6401,0.508373,17,0,1,0,2
    6401  80  2,6401,0.508373,17,0,1,0,2
    6401 112  4,6401,0.508373,17,1,2,1,2
    6401 115  2,6401,0.508373,17,0,1,0,2
    6401 116  2,6401,0.508373,17,0,1,1,2
    6401 120  2,6401,0.508373,17,0,1,0,2
    6402  22  2,6402,0.508373,17,0,3,0,2
    6402  30  2,6402,0.508373,17,0,3,2,2
    6402  97  2,6402,0.508373,17,0,2,0,2
    6402 104  2,6402,0.508373,17,0,3,0,2
    6402 172  1,6402,0.508373,17,0,1,0,2
    6402 241  2,6402,0.508373,17,0,1,0,2
    6402 242  2,6402,0.508373,17,0,1,0,2
    6402 242 10,6402,0.508373,17,0,1,0,2
    6402 244  2,6402,0.508373,17,0,1,0,2
    6402 245  2,6402,0.508373,17,0,1,0,2
    6402 246  2,6402,0.508373,17,0,1,0,2
    6501   2  2,6501,0.508373,17,0,1,1,2
    6501   3  2,6501,0.508373,17,1,2,0,2
